Numero de bit: 16 	 
100109	125158		 0.000106 
108748	129515		 0.000210 
87464	111868		 0.000313 
106106	73472		 0.000401 
107436	128026		 0.000532 
78311	69441		 0.000582 
99625	111568		 0.000629 
96734	67096		 0.000676 
112569	75750		 0.000723 
92384	89349		 0.000769 
85279	90193		 0.000815 
76989	97472		 0.000860 
109260	127301		 0.000906 
97516	110235		 0.000951 
74463	77483		 0.000997 
116588	126919		 0.001043 
101770	93933		 0.001089 
107029	106548		 0.001133 
92304	110188		 0.001175 
Numero de bit: 32 	 
2528567854	3667383766		 0.000024 
3504788500	2095985561		 0.000068 
3332598463	895900461		 0.000112 
2081161397	1615832431		 0.000156 
3701231903	2469069179		 0.000199 
534067608	3453801040		 0.000243 
3414236341	2010812377		 0.000286 
2494758361	1845761605		 0.000330 
4238256256	1182311041		 0.000375 
3544756093	1040724472		 0.000419 
2223984957	1924119453		 0.000464 
1809654875	1358558949		 0.000508 
3093180025	393100410		 0.000555 
2489687429	1357661032		 0.000599 
156406880	1729244860		 0.000643 
1233163541	1911221792		 0.000690 
1337329243	3605098762		 0.000735 
3054486275	1256169520		 0.000780 
3119714865	4150250010		 0.000826 
Numero de bit: 48 	 
105473903448801	7566517842058		 0.000026 
139943949404383	150226869300573		 0.000074 
223983373855941	229789636013715		 0.000121 
124420394190016	149602417161935		 0.000168 
106529843580165	278800452558965		 0.000217 
133168663510385	217384649060047		 0.000264 
65760894925197	104673098466080		 0.000313 
169244806345431	115676793343178		 0.000361 
79757733665960	185237956328408		 0.000408 
244306104613700	55463160032583		 0.000456 
140534879024844	280748581681392		 0.000502 
18298224869599	101816238139885		 0.000550 
86529704158080	42274707464117		 0.000638 
83626914130041	109666447521864		 0.000732 
115602120404376	106272355970336		 0.000825 
65631394600302	149749018908591		 0.000915 
151193926288655	261497382649625		 0.001007 
64082323087822	227155883464701		 0.001100 
230527832444215	148641539119716		 0.001192 
Numero de bit: 64 	 
18098779247162518716	9695713413919267060		 0.000035 
836110136634006653	1827355865429686652		 0.000093 
15483925320736734751	16370459233731309178		 0.000148 
16460971863277846844	14375099009902024105		 0.000205 
16984197710262529842	1667329936423621844		 0.000261 
1646811355224133927	14103806010271601047		 0.000319 
13878358248913178531	60393740024166002		 0.000376 
9416243837747633320	12886314276065849134		 0.000433 
7011997323062410726	13272468176950246120		 0.000491 
122135520095164950	14771443968605515421		 0.000547 
7951999574032211830	2955425375921644611		 0.000605 
12269656701827106223	13640949752249843028		 0.000663 
12142237192949951157	11282254031514645358		 0.000722 
4093991512513092905	9584508010932858718		 0.000779 
8329363602646570150	3885184569848386655		 0.000836 
587507512796427031	1246475090211922868		 0.000891 
16947336434338113411	5700019115562636942		 0.000946 
6756212863184581959	711838307738717425		 0.001004 
10353375619765967439	12235519291033785537		 0.001062 
Numero de bit: 80 	 
183363454869255701799094	740554694475750817842375		 0.000036 
1186445535319562849889486	622838558501431297961363		 0.000096 
702134999496326868967050	820625561793440151638117		 0.000154 
973615904493531686188234	954140525507337596123679		 0.000214 
888173666081385366688500	535007923324489906432529		 0.000273 
719956200873671346746639	1158751625874120079550029		 0.000331 
1195433350703137025455757	6939599334706650419431		 0.000390 
287834433598807359106757	913042313050660651888234		 0.000451 
102511956410314489157824	1106177756381414505578149		 0.000518 
98098925398021362373246	73165487331427692296545		 0.000580 
440456775990149127225676	781346095826712860639178		 0.000639 
252116870249899863593411	180759302083724863244881		 0.000698 
181458375845057331760956	208599075274171319256455		 0.000757 
1084810724200067839822497	839940000446052940812369		 0.000816 
913552758907282805986321	978158222947465144635084		 0.000874 
302398384629818732181609	477350527005454601585156		 0.000933 
377772520708862832146785	410597927426247490205565		 0.000993 
782876979534419783736435	362175275433717190256970		 0.001105 
1137544110950898686842514	651635550951220227100913		 0.001165 
Numero de bit: 96 	 
78204518610664364070002246744	51574799931513491760981854737		 0.000034 
18925307879364662853199430793	74666602688542319142418374480		 0.000094 
60941215231048439940933379671	64462758796134883136636935411		 0.000155 
754213169771380415770103821	47520182511417090120290501457		 0.000262 
38234699061051052140057272670	15280190058053678563503839027		 0.000362 
20935125957045578851351465753	18192351974017606410644427263		 0.000420 
1755633503145669792164295704	79093725362542437362552515372		 0.000472 
36866565333668967483953612477	31470898097921497281693546273		 0.000522 
18832279844018545471650669531	8165856618208553983891653775		 0.000572 
